0x4bbe592e1acd55ba3053d1656c6cdc68007b36c2,589634950.87,1
0x18d9da8d5ee312079073a6ae031ec302c6e92b03,27526326.85,1
0x39a266522f4d539b379b0ab556e47ff6290f99a6,6617763869.02,1
0xbdd3d8ce8c4e474225d10ed670ea00ba8aace6f4,591731900.40,1
0x67d2c3067d0b534b4340fc4ba7d68b332517a7bb,2545379473.46,1
0xb2e2b0273e8e23d560db11d298e1e0a340c83fcc,23520000000.00,1
0x316d5caea59b699558c13ccb4a6c4b45f48dc66c,4004911546.43,1
0xa6ba9e0c4ac0d8861ae480532bc7008567242212,172921604.38,1
0x35a0a6014058d1832f00283d34ec5cdd0cb093b8,979825031.24,1
0x512fd2edbb31d8d19232466a071fba54ab9e9fce,367994049.99,1
0x34415041e80fc8f8a6882fee1bc89f15ad50f769,137200000.00,1
0xe818e9e65072410cb784b2b57f7a2d909c974b9d,530395496.31,1
0xa71b4935713f3f476573c52238c310baf63991fe,200295735.66,1
0x2d6840891f58f9f1be2a1581b3cec14f449e0ff6,356247602.59,1
0xee0d8ba334681dd52591f9a313b9cffe49ca55e2,166600000.00,1
0xf9878700b11a5cb5f2c130b5e2a0df8ef7de9c0f,386300484.91,1
0x87349383cf5420fd40b155176376207e921e3b18,900837951.96,1
0x2cda22b049587c1165a5178836d77408660bc931,934138015.07,1
0xb7075638fac9dcff9baba5e3380fcb43e6a4f11e,430163253.69,1
0xde0d60b51e94c5388c3d9d9fef0e18092c7a6203,361158315.28,1
0x869307b79a9c856ef272c92718d6fffd7e1e00db,577628724.71,1
0xcf7fa7e2bbf9d4e638e0cdde46b83bba9bf7ff00,518368920.95,1
0x42a12dfe5557f3cbacf55ac07fe400d0959c4c4a,262453133.37,1
0x3d4776d8d6d689699b6c729bb67412ffca47327e,188344233.96,1
0xbec7cf58807a5eb53dd0c3cb4f65504a91f32caa,304372689.85,1
0x4e3e272e7ee7e1efd969656d0c6c5d8ee1dadb6a,887051023.62,1
0x7ace6a11ea122fb6b5b9c7ac218116dd4485b95e,1960000.00,1
0xf61a77f8824a620af5983dbb3d5d7c08b7f208f0,271247754.47,1
0x2e3248b533cfd4ce3fd7d7c2c593f5c3aae2d10f,497998090.55,1
0x38919e43fedb9499e43fb83df358689fb006022c,32438000.00,1
0x98c3c9d8db874e7a84fa65f14cdec56a4e3358d8,336417340.00,1
0xbb485a452c36161f23c01c3faceae9c104fcda74,5665907948.62,1
